,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,ABBV,ABT,ACN,ADBE,AGN,AIG,ALL,AMGN,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRKB,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FB,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,OEF,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TMO,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM,AAPL,ABBV,ABT,ACN,ADBE,AGN,AIG,ALL,AMGN,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRKB,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FB,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,OEF,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TMO,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM,AAPL,ABBV,ABT,ACN,ADBE,AGN,AIG,ALL,AMGN,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRKB,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FB,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,OEF,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TMO,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM,AAPL,ABBV,ABT,ACN,ADBE,AGN,AIG,ALL,AMGN,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRKB,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FB,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,OEF,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TMO,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM,AAPL,ABBV,ABT,ACN,ADBE,AGN,AIG,ALL,AMGN,AMZN,AXP,BA,BAC,BIIB,BK,BKNG,BLK,BMY,BRKB,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EMR,EXC,F,FB,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KMI,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,OEF,ORCL,OXY,PEP,PFE,PG,PM,PYPL,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TMO,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,162.05880737304688,81.59467315673828,56.25974655151367,142.99343872070312,212.27999877929688,156.56446838378906,50.108184814453125,90.074951171875,156.62086486816406,1371.989990234375,88.40320587158203,308.79986572265625,28.067153930664062,266.8900146484375,47.861637115478516,2030.8599853515625,490.1536560058594,58.3398551940918,,64.24652099609375,136.54042053222656,303.8699951171875,66.72698974609375,31.935054779052734,90.54158782958984,55.724632263183594,179.19479370117188,38.71091079711914,57.347293853759766,103.67325592041016,84.88251495361328,95.05763244628906,95.94734191894531,,70.72965240478516,62.579322814941406,35.93267822265625,9.57207202911377,155.38999938964844,231.64810180664062,209.7772216796875,12.297898292541504,68.1152114868164,32.90215301513672,1006.469970703125,1012.6300048828125,238.27488708496094,164.43466186523438,130.96461486816406,136.9237823486328,46.643821716308594,117.94903564453125,102.11927032470703,54.11225128173828,13.540215492248535,39.97908401489258,72.37738800048828,316.2777404785156,81.38426208496094,169.7701416015625,150.2096710205078,38.94968032836914,74.18070983886719,41.79501724243164,199.74681091308594,52.93181610107422,50.339256286621094,50.012332916259766,85.9139633178711,154.64913940429688,280.2900085449219,62.75495529174805,219.58248901367188,108.78952026367188,43.530818939208984,56.98660659790039,100.68804168701172,32.598819732666016,72.8409423828125,86.61245727539062,75.0,49.948272705078125,204.0738525390625,53.993690490722656,57.679805755615234,40.286842346191406,138.4577178955078,31.173690795898438,64.85479736328125,202.00692749023438,95.26825714111328,210.53176879882812,127.42710876464844,97.01359558105469,46.673885345458984,118.19490051269531,116.89070892333984,43.23807907104492,59.56938552856445,47.74320602416992,82.03305053710938,66.81971740722656,164.25615860512337,84.4316629679835,58.07676055722169,146.70405149803827,216.5,162.37279003773594,51.30617839373885,93.1896080139085,160.8936279734081,1421.3599853515625,90.88044152826015,315.98259421596964,28.78535133194543,272.5400085449219,49.21684020618298,2074.010009765625,509.769264885542,59.49724221317029,,65.50849104068193,139.82369785351162,310.6000061035156,68.17281723304787,32.67817242237814,92.45382940659982,56.88536137049835,183.27386892977822,40.240093542320494,58.43711775811912,105.6591581180586,87.72835277394032,96.74908371617713,98.21327281330736,,71.60116336313821,64.30714836483077,36.77793349312252,9.774795913385253,159.1999969482422,234.9310020800188,212.79621360755345,12.69158064096971,69.9312417799061,33.362194326091206,1034.800048828125,1039.530029296875,243.33226782613033,168.99014748247146,132.99671956562202,139.9438220845425,49.61865526727034,121.09282795361867,104.84624298419183,55.8601315810116,13.776487922934761,40.75674312809122,73.91672278984251,320.93167140325613,84.23209247393928,173.89567280459198,152.53348512890358,39.868168618632915,76.4976583959565,42.75123262010103,205.47748908874877,54.76881722563071,51.6433341324387,51.24556495589075,88.20448538697444,156.87788110846094,292.8699951171875,64.64386791926384,233.09219179141385,110.98834872170477,44.343213871774836,57.41839492417809,102.72907727661244,33.240567683938956,74.69490546527223,88.73470166826702,76.30000305175781,51.275647605438515,207.3568292833727,55.424175574065266,58.75199241150545,40.96117692148389,140.64655654050122,31.67105006698569,65.23087045462064,205.6266237340982,97.98479393865776,216.14401906333072,130.57687820929414,98.49907330923705,47.56640198022468,120.61661209260065,118.31247517973898,43.95321157748422,61.78789533017515,48.71945750451504,84.61245991743183,67.89657189531407,159.91008769910712,80.5598000089148,55.69918063648424,141.56331516020234,207.22000122070312,154.84705570574118,49.4478729111226,88.54646827792071,154.03645040146208,1355.0,87.39288262936228,303.752812356263,27.53090038245237,261.0,47.136314177402824,2009.9200439453125,481.71054448108754,57.144828697279486,,63.14586067296741,134.51921152764973,298.6700134277344,66.50820954216157,31.68734647506112,88.96737407511162,54.266524734757674,177.52786838006173,38.25782081363548,56.79298665165069,102.10301160436033,83.8290094466033,93.98934505057842,95.09153281447048,,70.24344449069278,61.502974125630175,35.660321375641814,9.431047156876849,154.11000061035156,228.44290498108165,206.58570798851719,12.147923356246153,66.9324648276435,32.4145103486727,990.3699951171875,994.25,234.82623331091773,162.07608885609213,128.88654455590375,135.42743399245475,45.08966586732567,116.98317483232508,100.44332439773055,53.86898900597034,13.422080143546768,39.79169954946938,72.0905599164977,312.24116270964566,79.9314923248074,167.2374275977721,147.85728661833622,38.767897328134026,73.3573302186593,41.25656352668113,196.78753497635358,52.87933254751134,50.04631019228655,49.27239079745985,84.93370310207554,153.37286123288885,275.04998779296875,61.86432465099928,216.056053839054,107.60848344531995,42.96020816884327,55.90274233296095,100.1142932971636,32.32909968207075,72.52096552360449,86.40822151838198,74.01000213623047,49.26137798857619,201.56107772839874,53.16803961249849,56.35320739072822,40.00435370042356,137.46278496539202,30.933896145391873,63.40689300759447,198.7352850899585,94.39745117191615,208.04067771717033,125.94316888181876,95.66826546493307,46.06321512591624,116.02205534057987,115.28135394844841,42.83467161823853,58.98407718793289,46.87852837096755,81.35223213193508,65.8523760232229,162.01992289657454,83.86069706440148,57.81580612393724,146.70405149803827,214.80999755859375,161.4658535142924,51.155250267127045,92.22829580360361,160.27110257457682,1417.6199951171875,90.48213781233095,311.44311916070666,28.536376013658103,272.0199890136719,48.92098431820064,2070.429931640625,507.87097271747155,59.21495330916302,,64.83480957997371,138.9601751400685,308.9100036621094,67.83989714629332,32.47810284676356,92.26066959825407,56.85658411210152,183.27386892977822,40.13625974594816,58.305587843029066,105.19732072544637,86.97584779262716,96.56114971728351,97.42554617816481,,71.14247559527446,64.25050070857705,36.7215819475405,9.748353959984465,157.80999755859375,232.31828107621592,211.3394232836094,12.607220204140347,69.78223762764513,33.214981246979235,1022.8200073242188,1027.6199951171875,242.04142042765577,168.47657821917971,132.26110870274528,139.90731831277193,49.284938076530395,121.03601473656774,104.11715373464969,55.80607215186519,13.6492649730586,40.70052564398652,73.50559597104865,320.1338571577358,84.0396675340024,172.777717780454,150.73348396005508,39.77249412371928,76.39234188840555,42.56555880289625,204.84805629485433,54.69008855833614,51.40708832873098,51.065324547078504,87.8065596588797,156.1444913095158,291.94000244140625,64.5655692430935,227.22143881368532,110.86352667003655,44.14978949348154,57.154034998822446,102.1647365979369,32.94294323464421,74.59138417376407,88.43278882416675,75.2300033569336,51.14569187134119,207.08726081015342,55.22256417235912,58.48848899945142,40.76069841711881,139.80539726425351,31.600000678534858,64.90180291313146,204.57253861741987,97.36008782039083,211.75309517262195,129.5141872850421,97.4713883046949,47.397293414316586,120.27201997105675,117.7595618951527,43.65982370317787,61.45748020270285,48.69156227435172,84.3823283430882,67.77793095859916,37586800,7816500,6686500,2845800,3494900,3305900,7341400,2563400,4759800,10463600,4998400,5024900,86644200,1550300,6779600,372300,746200,6319700,,29975600,5397500,1753000,4109300,35584000,2824200,7403800,3599200,36791800,7863600,6228600,8219300,2601300,8203700,,3741100,3740000,7398700,43598100,36796000,2063900,1345400,74970400,8234600,13909100,2680400,3253400,3429900,7229300,4269400,5150400,67187800,8916900,18822500,5294200,13307800,14207900,6282600,1298600,9611700,4222400,6960100,9436800,6409800,7454700,3840800,7740900,13398000,9311000,48515400,2028300,13405800,12383900,23052300,1257000,15343300,6816400,4325500,26872200,12017200,4673600,11417700,16469600,1961900,16778300,7598600,4895200,1680700,29232900,5903000,1619700,5865400,6220700,5229600,4594400,8787100,6596500,9877100,16511200,7805300,23359800,19128900,17891100
2018-04-03,163.72142028808594,80.81851196289062,57.023277282714844,143.77613830566406,215.92999267578125,158.94761657714844,50.68360137939453,91.44002532958984,158.6676483154297,1392.050048828125,90.09354400634766,316.8254089355469,28.33527946472168,266.4800109863281,48.66330337524414,2067.570068359375,499.34283447265625,59.064395904541016,,64.97713470458984,137.65066528320312,306.3699951171875,67.48794555664062,32.0692024230957,92.1737289428711,57.585636138916016,179.0575408935547,39.06017303466797,58.79413604736328,106.0655746459961,86.63379669189453,97.16455078125,96.68643951416016,,70.8764419555664,64.06165313720703,36.39286804199219,9.827680587768555,156.11000061035156,234.11512756347656,211.1573486328125,12.307269096374512,68.68331146240234,33.987850189208984,1013.4099731445312,1018.6799926757812,241.3863983154297,165.25254821777344,132.64732360839844,136.7230682373047,47.43520736694336,121.53788757324219,103.52063751220703,54.2744255065918,13.640177726745605,40.64431381225586,74.13664245605469,317.9018859863281,82.211669921875,170.63087463378906,152.7620391845703,39.39936065673828,75.0136489868164,42.36131286621094,203.232177734375,54.81256103515625,51.11414337158203,50.43921661376953,87.06892395019531,154.2967529296875,283.6700134277344,65.28002166748047,223.8539581298828,110.20099639892578,43.41476058959961,58.7137336730957,101.76030731201172,33.18476867675781,73.83850860595703,88.66366577148438,74.55999755859375,50.84865188598633,206.0763702392578,55.683387756347656,58.870113372802734,40.25039291381836,139.4978485107422,31.41349220275879,65.37189483642578,205.52719116210938,96.7164535522461,217.68521118164062,128.6525421142578,98.60183715820312,47.22818374633789,119.5636978149414,117.69044494628906,43.549808502197266,59.635475158691406,48.421939849853516,83.2316665649414,68.46238708496094,164.07143995341625,82.48680697839738,57.09093172352276,143.9500804178001,217.85000610351562,159.10197966164404,50.787365145150126,91.76686797941099,159.61086343351343,1414.0,90.27812448629648,317.093562994516,28.392734741046265,270.82000732421875,48.74919677757859,2079.989990234375,500.43839322053884,59.14908293027232,,65.14792768798549,138.21052596011023,312.3699951171875,67.59257861544144,32.14585233305822,92.56003372126828,57.633603115476305,180.58719056064916,39.173444637432766,58.925665975786096,106.20412726975665,87.27684692633454,97.2832443703676,96.75451456328791,,71.22504216952528,64.09942063659261,36.56191907047685,9.854123383809174,157.38999938964844,234.35794528468927,212.24034429847737,12.316642063407494,68.87888342885189,34.36508391713245,1020.989990234375,1025.0,241.68502228226154,166.3747818979619,132.72088323963533,137.77232207499156,47.63543551003539,121.67045655859688,103.68160265014163,54.65283119547271,13.649265328156424,40.79422353673742,74.19400662289996,320.1053896841561,82.75045240652877,171.0463941699664,152.88585347233894,39.705523437044064,75.20513684226994,42.54698664867945,203.35431139695743,55.07498884447519,51.170843663470315,50.79021622492695,87.3989181523181,155.43968893363382,291.25,65.30938927016653,228.8207642551743,110.40264273329487,43.84030304698927,58.75779589709046,102.08009778292372,33.24057393673314,74.15848548790187,88.85901995275455,75.41000366210938,51.09927546378515,206.34593871057885,55.731389944360835,58.92462893116969,40.48732269818648,140.50182115730308,31.457898498799967,65.75737904112196,206.3525634818369,97.24650813928214,218.18925089552027,129.52374554577835,98.6765796960995,47.31273802731886,119.68813102180034,118.47044126874502,43.577312525222084,60.00365668597855,48.52421054946154,83.37549423245335,68.5719002128653,160.30873967792206,78.70415622303621,56.05678105758408,141.12847896921872,212.27999877929688,152.85946880216324,50.004422984201945,89.39242551028136,155.70595342033963,1355.3299560546875,88.5780629632985,309.4223987257699,27.866057417385242,262.489990234375,47.6707582017418,2036.0699462890625,489.4642447653468,57.89759728218734,,63.97135058497641,135.10756049219145,303.7900085449219,66.55576936001381,31.542218301289594,90.54156399146507,55.50399816590151,177.82205807673552,38.437173818202616,57.43185513284376,103.53470072340214,84.08896677199424,95.433532171291,95.01372982745107,,70.34436241924456,62.61708050192465,35.857540979341515,9.607328997544377,150.80999755859375,230.26890315890083,208.17668658988748,11.997947239185384,67.08147580738857,33.481805458068216,994.0700073242188,997.25,236.87809657084267,163.98766447776245,130.2290342629114,135.3088462527749,46.157555404938485,118.062665672964,101.56062942230128,53.58968649300648,13.349380548088998,40.13836715183194,72.53038013363654,314.07426134061143,81.14373537476699,167.99923580858842,149.80966424121746,39.06449625632516,73.98921269981308,41.739306226156366,198.15911523207424,53.080533489310476,49.9234660805279,49.57595385276148,85.30250530528134,153.08713851334457,278.010009765625,62.989841478149124,219.88051322964964,108.43425042230497,42.83448011594695,56.801551475669235,100.25538902824493,32.47791624209034,72.63390496099687,86.57694085954586,73.3499984741211,49.77190070410884,202.65860928240494,54.19529795394619,56.96198910858075,40.122816942012996,137.6617565050625,30.951659270367472,64.88299556326841,201.8876171207055,95.21146681912282,212.94533879258216,127.25476291781635,96.93885489313277,46.457801890231934,117.41956738474018,116.00210133671064,42.82550558455987,58.285490630325995,47.473583492784336,82.03305389733424,66.71021881347782,162.99221388829298,82.37974832068373,56.44338102239259,143.48625935977995,214.77999877929688,157.47141376528634,50.19308404935661,89.89231199548261,157.48862941782505,1391.3800048828125,88.93750721065146,311.0217659812432,28.28740037219624,267.9700012207031,48.21474853631637,2050.0,493.41191081021356,58.64096077588452,,64.56912964643016,137.40395070000807,305.510009765625,66.87917535477035,32.02129211744558,91.03411216270021,56.15630952596286,179.9596415956374,39.022414633466596,57.8452354198757,103.93188115307352,85.1971996296374,95.7006002934478,96.08349119892122,,70.6379223360048,63.06083961543784,35.923282647901964,9.704284235210764,156.5500030517578,232.34742225966505,210.80272623193872,12.297896129341531,68.39461100315516,33.85903918599169,1013.9099731445312,1016.1500244140625,239.48867504993487,164.32053396628822,131.4887557567342,137.58984496262576,46.72010373829597,118.53612839907879,102.60217832375868,54.61679157645722,13.594740586332883,40.26953771398709,72.90326180718648,318.1488388618838,81.79796548164163,170.5220470103085,150.45727690789846,39.27498088669274,74.44877624838676,42.017815129142704,200.10379277502378,53.30797003420005,50.40540594469089,50.28743426959591,86.94275383441006,154.64915444315582,285.45001220703125,63.097500287080685,226.2876900997778,109.45204941641617,43.84030304698927,57.17164995459988,101.00784817012833,32.65463112471804,72.99151942434314,87.27843688562379,75.27999877929688,50.39381925811285,204.795912655293,54.29130232997253,58.08869135217204,40.30506982009974,138.68382260326462,31.22698372659592,65.2402678331475,203.5582392808673,96.47035368478558,213.57537734218295,128.41319746207824,97.54612553981956,46.81480925258176,118.30018847061918,117.38437320520502,43.29309496073984,59.97533281387634,48.087225424210786,82.7042740648938,67.02962340007666,30278000,10449200,6113500,2363300,3017800,1803500,5608900,2028700,3374000,10231200,2864500,4783100,69698700,1456600,4487800,378400,566000,6070400,,18822600,4845700,1706800,3717400,29274500,2715300,8257300,2287000,28003900,7793800,6717300,8289200,2172100,8484700,,2971400,5067100,6064200,42523900,42543900,1540100,1387700,62176500,5987000,15833300,2275100,2566100,2488200,5283300,3344600,4135700,39432400,8035000,14050700,6325300,17176400,15484600,3610600,1296500,7352900,3612600,4719400,16719000,4444000,6481500,3006800,8837900,9244600,10335800,37213800,2392800,12694900,8766400,16685800,990400,15734600,7486000,4699000,20254200,11933100,5735000,8886000,7930700,1449900,10908200,8844500,4563000,1429700,21880200,3484200,1316300,6898700,4652000,4495100,4453200,6682800,3804500,7084800,14841300,10657200,16646400,9695500,15999200
